customer_id,transaction_id,transaction_amount,payment_method,payment_status,failure_reason,attempt_number,previous_successful_payments,previous_failed_payments,customer_tenure_days,recovery_attempted,recovery_action,recovered,recovered_amount
CUST_04700,TXN_001910,10.34,wallet,success,,1,4,0,1354,False,,False,0.0
CUST_00372,TXN_001911,20.12,upi,success,,3,7,2,807,False,,False,0.0
CUST_04440,TXN_001912,60.07,netbanking,success,,1,8,1,640,False,,False,0.0
CUST_00016,TXN_001913,24.52,upi,success,,1,6,3,235,False,,False,0.0
CUST_03887,TXN_001914,44.02,card,success,,1,10,0,1005,False,,False,0.0
CUST_01642,TXN_001915,18.57,card,success,,1,9,2,748,False,,False,0.0
CUST_02588,TXN_001916,34.89,upi,success,,3,8,0,311,False,,False,0.0
CUST_01411,TXN_001917,153.96,upi,success,,3,7,0,295,False,,False,0.0
CUST_02453,TXN_001918,25.06,card,success,,3,7,2,1181,False,,False,0.0
CUST_02258,TXN_001919,45.04,card,failed,card_declined,3,14,1,1465,False,,False,0.0
CUST_02649,TXN_001920,9.46,upi,success,,1,14,1,1404,False,,False,0.0
CUST_01967,TXN_001921,111.73,card,success,,3,4,1,850,False,,False,0.0
CUST_02683,TXN_001922,22.61,upi,success,,1,6,1,386,False,,False,0.0
CUST_04127,TXN_001923,76.74,upi,success,,3,9,2,5,False,,False,0.0
CUST_02173,TXN_001924,30.01,card,failed,insufficient_funds,2,13,1,917,False,,False,0.0
CUST_01807,TXN_001925,54.02,card,success,,1,6,0,236,False,,False,0.0
CUST_00659,TXN_001926,56.65,card,success,,2,5,0,177,False,,False,0.0
CUST_01799,TXN_001927,23.06,card,success,,2,10,2,288,False,,False,0.0
CUST_00629,TXN_001928,79.32,upi,success,,3,4,1,1423,False,,False,0.0
CUST_00913,TXN_001929,18.04,upi,success,,2,7,0,461,False,,False,0.0
CUST_04761,TXN_001930,61.7,netbanking,success,,1,10,1,615,False,,False,0.0
CUST_00447,TXN_001931,24.24,card,success,,1,10,2,1221,False,,False,0.0
CUST_02410,TXN_001932,43.8,upi,success,,2,5,2,365,False,,False,0.0
CUST_04171,TXN_001933,22.88,card,success,,1,4,0,189,False,,False,0.0
CUST_04766,TXN_001934,34.47,netbanking,success,,2,4,1,1378,False,,False,0.0
CUST_00734,TXN_001935,14.02,card,failed,card_declined,3,9,1,1036,True,offer_support,True,14.02
CUST_00818,TXN_001936,40.37,upi,success,,3,2,2,234,False,,False,0.0
CUST_01863,TXN_001937,34.31,upi,failed,authentication_failed,2,10,1,1318,True,send_reminder,True,34.31
CUST_02772,TXN_001938,21.5,card,success,,1,6,1,303,False,,False,0.0
CUST_04799,TXN_001939,31.69,wallet,success,,2,4,2,223,False,,False,0.0
CUST_01039,TXN_001940,36.86,card,success,,1,5,0,767,False,,False,0.0
CUST_00822,TXN_001941,20.22,card,success,,3,8,0,781,False,,False,0.0
CUST_01266,TXN_001942,29.87,upi,success,,1,5,2,919,False,,False,0.0
CUST_04371,TXN_001943,14.81,upi,success,,1,10,2,350,False,,False,0.0
CUST_00151,TXN_001944,216.28,card,success,,2,5,0,320,False,,False,0.0
CUST_01901,TXN_001945,77.27,card,success,,2,7,3,287,False,,False,0.0
CUST_00595,TXN_001946,41.2,card,success,,2,12,2,252,False,,False,0.0
CUST_00786,TXN_001947,84.58,netbanking,failed,authentication_failed,2,1,0,1112,True,send_reminder,True,84.58
CUST_04584,TXN_001948,6.8,upi,success,,2,8,1,1469,False,,False,0.0
CUST_00009,TXN_001949,4.28,card,success,,2,11,1,1108,False,,False,0.0
CUST_01608,TXN_001950,24.06,card,failed,authentication_failed,1,11,1,150,True,retry_payment,True,24.06
CUST_04577,TXN_001951,10.99,wallet,success,,2,4,5,1109,False,,False,0.0
CUST_03041,TXN_001952,27.4,netbanking,success,,1,9,2,11,False,,False,0.0
CUST_00359,TXN_001953,39.04,card,success,,1,7,0,1144,False,,False,0.0
CUST_02325,TXN_001954,69.15,upi,success,,2,8,0,110,False,,False,0.0
CUST_04854,TXN_001955,13.32,card,success,,3,9,1,1244,False,,False,0.0
CUST_02002,TXN_001956,45.59,card,failed,insufficient_funds,1,4,2,786,True,retry_payment,True,45.59
CUST_02643,TXN_001957,33.5,netbanking,success,,2,13,3,407,False,,False,0.0
CUST_02659,TXN_001958,43.73,netbanking,success,,3,6,2,812,False,,False,0.0
CUST_03302,TXN_001959,21.85,card,success,,3,8,1,35,False,,False,0.0
CUST_00937,TXN_001960,100.13,netbanking,success,,3,6,3,1082,False,,False,0.0
CUST_04198,TXN_001961,30.48,upi,success,,2,9,2,386,False,,False,0.0
CUST_04943,TXN_001962,136.91,netbanking,success,,1,9,0,345,False,,False,0.0
CUST_00713,TXN_001963,17.6,netbanking,success,,2,11,0,1109,False,,False,0.0
CUST_04091,TXN_001964,60.0,upi,success,,2,14,1,368,False,,False,0.0
CUST_04084,TXN_001965,31.57,wallet,success,,2,10,2,506,False,,False,0.0
CUST_03708,TXN_001966,25.48,card,failed,authentication_failed,1,10,2,899,False,,False,0.0
CUST_01855,TXN_001967,54.92,upi,success,,3,7,2,99,False,,False,0.0
CUST_02344,TXN_001968,26.07,card,success,,3,8,0,693,False,,False,0.0
CUST_04196,TXN_001969,3.94,netbanking,success,,1,5,0,710,False,,False,0.0
CUST_00765,TXN_001970,2.86,card,success,,2,5,3,258,False,,False,0.0
CUST_04143,TXN_001971,91.65,card,success,,1,9,1,980,False,,False,0.0
CUST_04603,TXN_001972,88.61,netbanking,success,,1,8,1,348,False,,False,0.0
CUST_03409,TXN_001973,149.89,card,success,,3,10,1,1303,False,,False,0.0
CUST_01707,TXN_001974,32.65,card,success,,3,7,1,628,False,,False,0.0
CUST_02796,TXN_001975,11.77,card,success,,2,9,2,45,False,,False,0.0
CUST_00251,TXN_001976,23.67,upi,success,,1,7,1,947,False,,False,0.0
CUST_04659,TXN_001977,33.42,card,success,,3,4,3,727,False,,False,0.0
CUST_01712,TXN_001978,14.8,card,success,,1,6,2,382,False,,False,0.0
CUST_00286,TXN_001979,123.82,upi,success,,2,11,1,1384,False,,False,0.0
CUST_03972,TXN_001980,198.66,wallet,success,,1,8,1,782,False,,False,0.0
CUST_03288,TXN_001981,48.55,netbanking,success,,3,9,2,193,False,,False,0.0
CUST_03113,TXN_001982,32.83,card,success,,2,7,2,1498,False,,False,0.0
CUST_00271,TXN_001983,11.75,netbanking,success,,3,9,2,406,False,,False,0.0
CUST_03754,TXN_001984,114.11,netbanking,failed,expired_card,1,7,2,1024,True,retry_payment,False,0.0
CUST_03186,TXN_001985,35.2,upi,success,,2,8,0,801,False,,False,0.0
CUST_03968,TXN_001986,26.28,upi,success,,3,9,2,917,False,,False,0.0
CUST_04136,TXN_001987,48.66,card,success,,2,10,2,1058,False,,False,0.0
CUST_01060,TXN_001988,20.73,upi,success,,2,10,3,782,False,,False,0.0
CUST_01053,TXN_001989,37.24,upi,success,,3,3,3,1294,False,,False,0.0
CUST_04618,TXN_001990,10.44,card,success,,3,8,2,1474,False,,False,0.0
CUST_02655,TXN_001991,79.02,card,success,,3,13,1,581,False,,False,0.0
CUST_02190,TXN_001992,30.46,card,success,,1,7,0,524,False,,False,0.0
CUST_01436,TXN_001993,83.68,upi,success,,1,8,1,63,False,,False,0.0
CUST_03195,TXN_001994,28.19,card,success,,3,12,1,755,False,,False,0.0
CUST_03770,TXN_001995,29.7,upi,success,,3,6,1,1091,False,,False,0.0
CUST_00012,TXN_001996,12.56,netbanking,success,,2,4,2,564,False,,False,0.0
CUST_02763,TXN_001997,60.81,card,success,,1,8,3,1143,False,,False,0.0
CUST_04966,TXN_001998,16.43,card,success,,3,7,0,215,False,,False,0.0
CUST_01403,TXN_001999,22.44,card,success,,3,8,1,557,False,,False,0.0
CUST_01405,TXN_002000,33.14,card,success,,3,12,1,1290,False,,False,0.0
CUST_04390,TXN_002001,36.49,netbanking,success,,3,9,0,248,False,,False,0.0
CUST_00311,TXN_002002,8.46,upi,success,,2,6,4,326,False,,False,0.0
CUST_01988,TXN_002003,27.53,netbanking,success,,3,4,0,80,False,,False,0.0
CUST_02291,TXN_002004,62.56,wallet,success,,2,8,1,1107,False,,False,0.0
CUST_03989,TXN_002005,24.47,card,failed,insufficient_funds,2,9,3,1425,True,offer_support,False,0.0
CUST_00646,TXN_002006,27.67,upi,success,,3,10,2,388,False,,False,0.0
CUST_02170,TXN_002007,37.71,upi,success,,1,13,1,105,False,,False,0.0
CUST_00762,TXN_002008,29.94,upi,success,,1,9,2,1474,False,,False,0.0
CUST_03938,TXN_002009,14.52,card,success,,3,8,0,560,False,,False,0.0
CUST_03161,TXN_002010,32.17,card,success,,1,9,1,86,False,,False,0.0
CUST_02484,TXN_002011,73.35,upi,failed,insufficient_funds,3,4,3,1083,True,send_reminder,False,0.0
CUST_01965,TXN_002012,14.28,upi,success,,3,9,1,1111,False,,False,0.0
CUST_00766,TXN_002013,24.54,card,success,,1,3,2,665,False,,False,0.0
CUST_04609,TXN_002014,10.96,card,success,,3,10,5,837,False,,False,0.0
CUST_03238,TXN_002015,70.32,upi,success,,2,5,4,754,False,,False,0.0
CUST_01596,TXN_002016,30.76,upi,success,,2,6,3,1136,False,,False,0.0
CUST_02070,TXN_002017,16.77,upi,success,,3,7,3,46,False,,False,0.0
CUST_03631,TXN_002018,35.65,card,success,,3,8,5,505,False,,False,0.0
CUST_03598,TXN_002019,12.64,card,success,,3,5,4,895,False,,False,0.0
CUST_02306,TXN_002020,14.49,netbanking,failed,expired_card,3,9,1,1341,True,retry_payment,True,14.49
CUST_01515,TXN_002021,10.3,upi,success,,3,8,1,452,False,,False,0.0
CUST_03300,TXN_002022,14.11,card,success,,2,6,0,597,False,,False,0.0
CUST_03291,TXN_002023,98.09,upi,success,,1,15,1,997,False,,False,0.0
CUST_02998,TXN_002024,18.42,card,success,,1,4,1,1054,False,,False,0.0
CUST_00365,TXN_002025,48.09,upi,success,,1,14,5,1423,False,,False,0.0
CUST_02364,TXN_002026,16.96,card,success,,2,8,4,803,False,,False,0.0
CUST_03069,TXN_002027,60.8,upi,success,,1,5,3,92,False,,False,0.0
CUST_04750,TXN_002028,14.57,wallet,success,,2,8,1,395,False,,False,0.0
CUST_02628,TXN_002029,34.17,card,success,,3,11,2,135,False,,False,0.0
CUST_01714,TXN_002030,34.55,card,success,,1,14,4,1235,False,,False,0.0
CUST_02779,TXN_002031,213.2,card,success,,1,16,1,162,False,,False,0.0
CUST_00887,TXN_002032,54.84,card,success,,3,6,1,968,False,,False,0.0
CUST_00454,TXN_002033,20.61,wallet,success,,1,10,1,510,False,,False,0.0
CUST_03390,TXN_002034,57.29,wallet,success,,3,4,0,494,False,,False,0.0
CUST_04930,TXN_002035,183.19,card,success,,2,5,1,1350,False,,False,0.0
CUST_04230,TXN_002036,8.99,wallet,success,,3,8,3,601,False,,False,0.0
CUST_02918,TXN_002037,16.88,card,success,,3,6,2,178,False,,False,0.0
CUST_00202,TXN_002038,27.4,upi,success,,2,10,0,27,False,,False,0.0
CUST_04939,TXN_002039,23.72,upi,success,,3,6,0,49,False,,False,0.0
CUST_02248,TXN_002040,25.38,card,success,,1,8,0,335,False,,False,0.0
CUST_01449,TXN_002041,11.67,upi,success,,1,4,1,1354,False,,False,0.0
CUST_04462,TXN_002042,101.82,upi,success,,2,5,0,1222,False,,False,0.0
CUST_03732,TXN_002043,10.61,card,success,,3,2,1,790,False,,False,0.0
CUST_03748,TXN_002044,28.21,wallet,success,,3,9,1,1411,False,,False,0.0
CUST_01389,TXN_002045,76.45,card,success,,3,6,0,1445,False,,False,0.0
CUST_04959,TXN_002046,32.33,card,success,,2,6,1,918,False,,False,0.0
CUST_02264,TXN_002047,15.13,wallet,success,,3,11,4,852,False,,False,0.0
CUST_02657,TXN_002048,11.26,card,success,,1,5,1,211,False,,False,0.0
CUST_03755,TXN_002049,27.55,card,success,,1,7,0,764,False,,False,0.0
CUST_03300,TXN_002050,18.07,card,success,,3,14,1,1073,False,,False,0.0
CUST_00862,TXN_002051,39.02,card,success,,2,7,3,225,False,,False,0.0
CUST_01513,TXN_002052,10.79,card,success,,1,9,0,773,False,,False,0.0
CUST_01806,TXN_002053,63.46,card,success,,3,5,2,1184,False,,False,0.0
CUST_04737,TXN_002054,36.32,upi,success,,2,9,1,539,False,,False,0.0
CUST_03572,TXN_002055,38.55,upi,success,,1,8,0,440,False,,False,0.0
CUST_01832,TXN_002056,104.88,netbanking,success,,2,7,0,850,False,,False,0.0
CUST_03673,TXN_002057,23.33,wallet,success,,1,6,0,1257,False,,False,0.0
CUST_03692,TXN_002058,18.53,card,success,,3,3,1,614,False,,False,0.0
CUST_01971,TXN_002059,21.37,wallet,success,,1,7,1,1445,False,,False,0.0
CUST_02016,TXN_002060,28.39,netbanking,success,,1,9,2,350,False,,False,0.0
CUST_04471,TXN_002061,30.79,wallet,success,,3,8,0,1295,False,,False,0.0
CUST_02809,TXN_002062,17.04,upi,success,,1,3,1,418,False,,False,0.0
CUST_00748,TXN_002063,6.56,card,success,,3,8,3,1256,False,,False,0.0
CUST_03599,TXN_002064,21.14,card,success,,3,7,2,176,False,,False,0.0
CUST_02948,TXN_002065,44.16,wallet,failed,network_error,1,8,2,379,False,,False,0.0
CUST_02545,TXN_002066,36.93,upi,failed,network_error,3,7,0,772,True,update_payment_method,True,36.93
CUST_03625,TXN_002067,86.46,netbanking,success,,2,11,0,89,False,,False,0.0
CUST_04535,TXN_002068,158.28,upi,success,,1,12,1,399,False,,False,0.0
CUST_01652,TXN_002069,60.79,card,failed,insufficient_funds,3,11,4,872,False,,False,0.0
CUST_02097,TXN_002070,100.08,card,success,,3,8,1,966,False,,False,0.0
CUST_00948,TXN_002071,61.16,wallet,success,,3,11,1,97,False,,False,0.0
CUST_03235,TXN_002072,130.05,card,success,,3,6,1,553,False,,False,0.0
CUST_02014,TXN_002073,145.57,upi,success,,2,10,0,981,False,,False,0.0
CUST_01712,TXN_002074,70.88,wallet,success,,1,13,4,1169,False,,False,0.0
CUST_03482,TXN_002075,58.27,card,failed,network_error,3,8,2,903,True,update_payment_method,True,58.27
CUST_02041,TXN_002076,28.1,card,failed,expired_card,3,4,2,522,True,offer_support,False,0.0
CUST_02322,TXN_002077,32.04,upi,success,,3,7,1,173,False,,False,0.0
CUST_02200,TXN_002078,25.27,netbanking,success,,1,8,2,1386,False,,False,0.0
CUST_01293,TXN_002079,54.43,upi,success,,3,8,0,1442,False,,False,0.0
CUST_00629,TXN_002080,18.61,card,success,,3,16,0,827,False,,False,0.0
CUST_04136,TXN_002081,28.42,card,success,,1,10,2,1496,False,,False,0.0
CUST_00459,TXN_002082,5.03,card,success,,1,10,1,870,False,,False,0.0
CUST_01625,TXN_002083,131.43,card,success,,1,6,0,1261,False,,False,0.0
CUST_03337,TXN_002084,27.76,card,success,,3,6,1,768,False,,False,0.0
CUST_00657,TXN_002085,47.68,netbanking,failed,expired_card,1,7,1,1128,False,,False,0.0
CUST_03277,TXN_002086,106.3,card,success,,3,7,1,1228,False,,False,0.0
CUST_03665,TXN_002087,42.11,netbanking,success,,3,14,3,381,False,,False,0.0
CUST_03314,TXN_002088,105.16,wallet,success,,1,4,1,1334,False,,False,0.0
CUST_01525,TXN_002089,12.26,upi,success,,3,3,2,337,False,,False,0.0
CUST_00099,TXN_002090,225.41,upi,success,,3,5,1,490,False,,False,0.0
CUST_04436,TXN_002091,79.02,card,success,,1,14,1,1328,False,,False,0.0
CUST_01633,TXN_002092,39.15,upi,success,,1,7,0,895,False,,False,0.0
CUST_04025,TXN_002093,103.55,card,success,,3,5,0,1351,False,,False,0.0
CUST_00989,TXN_002094,13.0,card,success,,1,4,0,399,False,,False,0.0
CUST_00812,TXN_002095,26.29,upi,failed,network_error,1,5,1,268,False,,False,0.0
CUST_03890,TXN_002096,105.15,card,failed,expired_card,3,9,2,1188,False,,False,0.0
CUST_04698,TXN_002097,7.44,card,success,,3,9,0,553,False,,False,0.0
CUST_04303,TXN_002098,51.85,upi,failed,expired_card,3,8,1,161,True,offer_support,True,51.85
CUST_03756,TXN_002099,50.69,upi,success,,1,10,2,1178,False,,False,0.0
CUST_01234,TXN_002100,160.03,card,failed,card_declined,3,5,0,1406,False,,False,0.0
CUST_04566,TXN_002101,9.33,card,failed,authentication_failed,2,14,2,1172,True,offer_support,True,9.33
CUST_03339,TXN_002102,120.03,card,success,,3,5,0,478,False,,False,0.0
CUST_00861,TXN_002103,21.17,upi,success,,1,10,1,1467,False,,False,0.0
CUST_00647,TXN_002104,23.16,upi,success,,1,10,3,969,False,,False,0.0
CUST_04355,TXN_002105,12.46,card,success,,2,8,3,1434,False,,False,0.0
CUST_01376,TXN_002106,13.87,upi,success,,2,8,3,1423,False,,False,0.0
CUST_03829,TXN_002107,45.73,wallet,success,,2,12,0,975,False,,False,0.0
CUST_00694,TXN_002108,13.6,upi,success,,3,7,3,2,False,,False,0.0
CUST_01403,TXN_002109,59.87,upi,success,,3,10,0,1248,False,,False,0.0
CUST_01418,TXN_002110,19.48,upi,success,,3,8,2,222,False,,False,0.0
CUST_01406,TXN_002111,12.55,netbanking,success,,3,13,1,568,False,,False,0.0
CUST_03374,TXN_002112,21.71,wallet,success,,2,9,3,344,False,,False,0.0
CUST_04572,TXN_002113,43.35,card,success,,3,3,0,819,False,,False,0.0
CUST_04551,TXN_002114,26.53,card,failed,insufficient_funds,1,5,3,112,True,update_payment_method,False,0.0
CUST_03708,TXN_002115,34.03,card,failed,authentication_failed,3,8,1,746,True,send_reminder,True,34.03
CUST_01013,TXN_002116,57.8,netbanking,success,,3,13,2,1254,False,,False,0.0
CUST_04802,TXN_002117,78.72,card,success,,1,7,1,655,False,,False,0.0
CUST_02710,TXN_002118,25.84,wallet,success,,1,7,0,972,False,,False,0.0
CUST_02730,TXN_002119,14.36,card,failed,network_error,3,7,4,1429,False,,False,0.0
CUST_03507,TXN_002120,35.19,upi,success,,3,9,2,639,False,,False,0.0
CUST_03845,TXN_002121,48.26,card,failed,card_declined,1,10,3,741,False,,False,0.0
CUST_04764,TXN_002122,10.29,upi,success,,1,6,2,273,False,,False,0.0
CUST_02912,TXN_002123,16.24,card,success,,2,11,1,174,False,,False,0.0
CUST_03050,TXN_002124,18.63,upi,success,,2,8,0,1456,False,,False,0.0
CUST_03727,TXN_002125,28.04,upi,success,,2,5,2,981,False,,False,0.0
CUST_01276,TXN_002126,18.01,card,failed,authentication_failed,1,7,3,556,True,offer_support,False,0.0
CUST_01539,TXN_002127,58.3,upi,success,,3,7,0,1090,False,,False,0.0
CUST_03127,TXN_002128,9.17,wallet,success,,3,10,4,138,False,,False,0.0
CUST_00321,TXN_002129,9.36,netbanking,success,,2,8,2,54,False,,False,0.0
CUST_01603,TXN_002130,25.35,upi,failed,network_error,3,11,0,868,False,,False,0.0
CUST_03590,TXN_002131,28.77,upi,success,,2,4,1,1322,False,,False,0.0
CUST_04880,TXN_002132,10.34,wallet,success,,2,7,3,163,False,,False,0.0
CUST_02597,TXN_002133,20.38,upi,failed,authentication_failed,1,5,2,828,True,send_reminder,False,0.0
CUST_01998,TXN_002134,24.03,wallet,success,,3,11,0,319,False,,False,0.0
CUST_02202,TXN_002135,24.18,netbanking,failed,card_declined,2,10,1,452,True,offer_support,False,0.0
CUST_03427,TXN_002136,37.39,card,success,,2,16,2,630,False,,False,0.0
CUST_02722,TXN_002137,19.51,card,success,,3,7,1,1420,False,,False,0.0
CUST_00117,TXN_002138,108.01,upi,failed,card_declined,1,8,2,26,True,update_payment_method,True,108.01
CUST_02696,TXN_002139,48.94,upi,success,,2,7,1,662,False,,False,0.0
CUST_02000,TXN_002140,17.36,upi,failed,expired_card,3,5,1,1002,False,,False,0.0
CUST_03504,TXN_002141,35.72,wallet,success,,1,11,4,218,False,,False,0.0
CUST_04375,TXN_002142,36.57,upi,success,,1,4,2,1154,False,,False,0.0
CUST_04812,TXN_002143,87.51,card,success,,3,3,0,591,False,,False,0.0
CUST_03051,TXN_002144,20.49,upi,success,,1,7,2,1021,False,,False,0.0
CUST_01813,TXN_002145,61.18,card,failed,authentication_failed,3,7,1,1153,True,update_payment_method,False,0.0
CUST_02220,TXN_002146,34.24,upi,success,,3,8,0,1389,False,,False,0.0
CUST_00883,TXN_002147,109.21,wallet,success,,1,13,2,1148,False,,False,0.0
CUST_04679,TXN_002148,93.01,card,failed,insufficient_funds,1,11,1,311,False,,False,0.0
CUST_04236,TXN_002149,38.77,netbanking,success,,3,6,1,308,False,,False,0.0
CUST_04270,TXN_002150,26.85,netbanking,success,,3,11,1,1428,False,,False,0.0
CUST_01641,TXN_002151,49.66,card,failed,authentication_failed,1,7,0,1443,False,,False,0.0
CUST_01611,TXN_002152,28.66,netbanking,success,,2,12,2,49,False,,False,0.0
CUST_04283,TXN_002153,127.01,netbanking,success,,3,10,2,1330,False,,False,0.0
CUST_02723,TXN_002154,35.26,upi,success,,1,12,5,574,False,,False,0.0
CUST_03523,TXN_002155,23.94,card,success,,2,8,0,304,False,,False,0.0
CUST_02449,TXN_002156,22.93,card,success,,2,9,4,656,False,,False,0.0
CUST_02214,TXN_002157,12.55,upi,success,,3,6,1,314,False,,False,0.0
CUST_03161,TXN_002158,51.69,card,success,,1,10,0,603,False,,False,0.0
CUST_04065,TXN_002159,17.18,card,success,,2,7,2,967,False,,False,0.0
CUST_01671,TXN_002160,79.72,wallet,success,,3,9,0,1227,False,,False,0.0
CUST_04045,TXN_002161,11.77,upi,failed,card_declined,3,8,1,1456,True,retry_payment,False,0.0
CUST_01221,TXN_002162,36.66,upi,success,,1,13,1,1041,False,,False,0.0
CUST_02014,TXN_002163,83.11,wallet,success,,1,10,0,376,False,,False,0.0
CUST_04563,TXN_002164,5.92,card,failed,network_error,3,8,4,675,True,send_reminder,True,5.92
CUST_04772,TXN_002165,166.44,card,success,,3,10,1,1130,False,,False,0.0
CUST_04619,TXN_002166,23.57,upi,failed,authentication_failed,1,10,2,918,True,send_reminder,True,23.57
CUST_01580,TXN_002167,37.07,card,failed,card_declined,2,11,0,1369,False,,False,0.0
CUST_04216,TXN_002168,52.31,card,success,,1,6,4,58,False,,False,0.0
CUST_04680,TXN_002169,59.2,netbanking,success,,2,8,1,1320,False,,False,0.0
CUST_04891,TXN_002170,41.23,card,success,,2,10,0,255,False,,False,0.0
CUST_00105,TXN_002171,73.55,upi,success,,2,8,2,414,False,,False,0.0
CUST_03725,TXN_002172,50.16,upi,success,,2,11,3,351,False,,False,0.0
CUST_04983,TXN_002173,135.46,upi,success,,3,5,3,68,False,,False,0.0
CUST_03823,TXN_002174,50.29,card,success,,2,8,3,1072,False,,False,0.0
CUST_01166,TXN_002175,159.45,card,success,,3,5,2,305,False,,False,0.0
CUST_03813,TXN_002176,68.09,netbanking,success,,2,6,3,959,False,,False,0.0
CUST_00527,TXN_002177,7.81,wallet,success,,2,7,3,871,False,,False,0.0
CUST_02403,TXN_002178,267.44,upi,success,,1,7,2,724,False,,False,0.0
CUST_03131,TXN_002179,20.92,card,success,,1,11,2,1282,False,,False,0.0
CUST_02282,TXN_002180,109.56,upi,success,,2,18,1,1129,False,,False,0.0
CUST_03499,TXN_002181,33.83,card,success,,2,9,4,1445,False,,False,0.0
CUST_01201,TXN_002182,77.39,card,success,,3,12,1,1026,False,,False,0.0
CUST_03031,TXN_002183,19.09,card,success,,1,10,3,679,False,,False,0.0
CUST_03224,TXN_002184,54.63,card,success,,1,9,0,1145,False,,False,0.0
CUST_03169,TXN_002185,27.04,card,failed,card_declined,3,5,0,1356,True,offer_support,True,27.04
CUST_01447,TXN_002186,117.12,card,success,,2,9,1,401,False,,False,0.0
CUST_01527,TXN_002187,47.04,netbanking,success,,1,4,1,622,False,,False,0.0
CUST_01289,TXN_002188,70.02,upi,success,,1,8,2,632,False,,False,0.0
CUST_02309,TXN_002189,5.86,card,success,,3,11,0,278,False,,False,0.0
CUST_02930,TXN_002190,30.92,card,success,,3,8,1,404,False,,False,0.0
CUST_01813,TXN_002191,45.99,netbanking,success,,2,9,3,446,False,,False,0.0
CUST_02050,TXN_002192,39.6,card,success,,1,7,0,1280,False,,False,0.0
CUST_01432,TXN_002193,71.44,card,success,,2,13,1,197,False,,False,0.0
CUST_01095,TXN_002194,24.71,upi,success,,1,7,4,278,False,,False,0.0
CUST_03287,TXN_002195,34.43,upi,failed,expired_card,2,4,1,323,True,send_reminder,False,0.0
CUST_04080,TXN_002196,85.2,netbanking,success,,2,6,1,76,False,,False,0.0
CUST_01454,TXN_002197,5.35,card,failed,expired_card,3,8,1,235,True,offer_support,True,5.35
CUST_04302,TXN_002198,53.06,card,success,,3,7,2,1387,False,,False,0.0
CUST_02855,TXN_002199,25.35,card,success,,2,12,1,897,False,,False,0.0
CUST_00839,TXN_002200,15.96,upi,success,,1,7,3,442,False,,False,0.0
CUST_01830,TXN_002201,43.35,card,success,,1,7,1,364,False,,False,0.0
CUST_00038,TXN_002202,88.41,card,success,,3,6,2,764,False,,False,0.0
CUST_00196,TXN_002203,76.04,card,success,,2,10,1,389,False,,False,0.0
CUST_01681,TXN_002204,29.72,wallet,success,,2,5,2,1079,False,,False,0.0
CUST_02272,TXN_002205,66.73,card,success,,3,7,4,337,False,,False,0.0
CUST_03987,TXN_002206,66.32,card,success,,3,9,0,1218,False,,False,0.0
CUST_00672,TXN_002207,30.88,wallet,failed,card_declined,1,11,0,242,True,update_payment_method,True,30.88
CUST_04196,TXN_002208,19.02,upi,success,,3,8,5,1376,False,,False,0.0
CUST_01173,TXN_002209,19.92,upi,success,,1,11,1,761,False,,False,0.0
CUST_00692,TXN_002210,64.73,upi,success,,3,13,0,227,False,,False,0.0
CUST_03499,TXN_002211,32.02,card,success,,2,15,0,1475,False,,False,0.0
CUST_03871,TXN_002212,14.34,netbanking,success,,3,12,1,902,False,,False,0.0
CUST_03024,TXN_002213,8.6,card,success,,1,6,1,1177,False,,False,0.0
CUST_00579,TXN_002214,64.42,wallet,success,,2,5,0,1355,False,,False,0.0
CUST_00577,TXN_002215,21.38,card,success,,3,10,7,1118,False,,False,0.0
CUST_01950,TXN_002216,43.13,upi,failed,card_declined,3,6,1,1206,True,retry_payment,False,0.0
CUST_02253,TXN_002217,89.28,upi,success,,3,13,3,1324,False,,False,0.0
CUST_04993,TXN_002218,11.62,card,success,,1,8,1,647,False,,False,0.0
CUST_01433,TXN_002219,31.94,card,success,,1,12,1,880,False,,False,0.0
CUST_00963,TXN_002220,28.89,netbanking,success,,3,9,1,1038,False,,False,0.0
CUST_04729,TXN_002221,44.87,card,success,,2,12,2,983,False,,False,0.0
CUST_00770,TXN_002222,89.24,wallet,success,,2,7,2,1115,False,,False,0.0
CUST_00132,TXN_002223,11.43,card,success,,1,4,1,1352,False,,False,0.0
CUST_02114,TXN_002224,52.24,upi,success,,3,10,0,1008,False,,False,0.0
CUST_02006,TXN_002225,75.58,upi,success,,2,11,0,1004,False,,False,0.0
CUST_03098,TXN_002226,28.53,upi,success,,2,7,2,625,False,,False,0.0
CUST_04388,TXN_002227,29.67,upi,success,,3,8,1,14,False,,False,0.0
CUST_04664,TXN_002228,46.28,upi,success,,2,14,2,158,False,,False,0.0
CUST_01448,TXN_002229,43.63,upi,success,,2,8,1,298,False,,False,0.0
CUST_04904,TXN_002230,52.77,upi,success,,2,8,0,575,False,,False,0.0
CUST_03163,TXN_002231,51.88,upi,success,,2,7,2,409,False,,False,0.0
CUST_00349,TXN_002232,15.1,card,failed,authentication_failed,2,9,2,628,True,retry_payment,False,0.0
CUST_04692,TXN_002233,73.13,card,success,,1,6,1,569,False,,False,0.0
CUST_00690,TXN_002234,84.22,card,success,,2,13,2,953,False,,False,0.0
CUST_02943,TXN_002235,38.43,upi,success,,1,9,1,376,False,,False,0.0
CUST_03953,TXN_002236,10.02,wallet,success,,3,6,3,1164,False,,False,0.0
